ID,Gene Symbol,Gene Title
219250_s_at,FLRT3,fibronectin leucine rich transmembrane protein 3
219251_s_at,WDR60,WD repeat domain 60
219252_s_at,GEMIN8,gem (nuclear organelle) associated protein 8
219253_at,TMEM185B,transmembrane protein 185B
219254_at,OGFOD3,2-oxoglutarate and iron-dependent oxygenase domain containing 3
219255_x_at,IL17RB,interleukin 17 receptor B
219256_s_at,SH3TC1,SH3 domain and tetratricopeptide repeats 1
219257_s_at,SPHK1,sphingosine kinase 1
219258_at,TIPIN,TIMELESS interacting protein
219259_at,SEMA4A,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"
219260_s_at,ELP5,elongator acetyltransferase complex subunit 5
219261_at,C7orf26,chromosome 7 open reading frame 26
219262_at,SUV39H2,suppressor of variegation 3-9 homolog 2 (Drosophila)
219263_at,RNF128,"ring finger protein 128, E3 ubiquitin protein ligase"
219264_s_at,LOC102725016 /// PPP2R3B,"serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like /// protein phosphatase 2, regulatory subunit B'', beta"
219265_at,MOB3B,MOB kinase activator 3B
219266_at,ZNF350,zinc finger protein 350
219267_at,GLTP,glycolipid transfer protein
219268_at,ETNK2,ethanolamine kinase 2
219269_at,HMBOX1,homeobox containing 1
219270_at,CHAC1,"ChaC, cation transport regulator homolog 1 (E. coli)"
219271_at,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14
219272_at,TRIM62,tripartite motif containing 62
219273_at,CCNK,cyclin K
219274_at,TSPAN12,tetraspanin 12
219275_at,PDCD5,programmed cell death 5
219276_x_at,CAAP1,caspase activity and apoptosis inhibitor 1
219277_s_at,OGDHL,oxoglutarate dehydrogenase-like
219278_at,MAP3K6,mitogen-activated protein kinase kinase kinase 6
219279_at,DOCK10,dedicator of cytokinesis 10
219280_at,BRWD1,bromodomain and WD repeat domain containing 1
219281_at,MSRA,methionine sulfoxide reductase A
219282_s_at,TRPV2,"transient receptor potential cation channel, subfamily V, member 2"
219283_at,C1GALT1C1,C1GALT1-specific chaperone 1
219284_at,HSPBAP1,HSPB (heat shock 27kDa) associated protein 1
219285_s_at,NIN,ninein (GSK3B interacting protein)
219286_s_at,RBM15,RNA binding motif protein 15
219287_at,KCNMB4,"potassium large conductance calcium-activated channel, subfamily M, beta member 4"
219288_at,C3orf14,chromosome 3 open reading frame 14
219289_at,HEATR3,HEAT repeat containing 3
219290_x_at,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides
219291_at,DTWD1,DTW domain containing 1
219292_at,THAP1,"THAP domain containing, apoptosis associated protein 1"
219293_s_at,OLA1,Obg-like ATPase 1
219294_at,CENPQ,centromere protein Q
219295_s_at,PCOLCE2,procollagen C-endopeptidase enhancer 2
219296_at,ZDHHC13,"zinc finger, DHHC-type containing 13"
219297_at,WDR44,WD repeat domain 44
219298_at,ECHDC3,enoyl CoA hydratase domain containing 3
219299_at,TRMT12,tRNA methyltransferase 12 homolog (S. cerevisiae)
219300_s_at,CNTNAP2,contactin associated protein-like 2
219301_s_at,CNTNAP2,contactin associated protein-like 2
219302_s_at,CNTNAP2,contactin associated protein-like 2
219303_at,RNF219,ring finger protein 219
219304_s_at,PDGFD,platelet derived growth factor D
219305_x_at,FBXO2,F-box protein 2
219306_at,KIF15,kinesin family member 15
219307_at,PDSS2,"prenyl (decaprenyl) diphosphate synthase, subunit 2"
219308_s_at,AK5,adenylate kinase 5
219309_at,C22orf46,chromosome 22 open reading frame 46
219310_at,SYNDIG1,synapse differentiation inducing 1
219311_at,CEP76,centrosomal protein 76kDa
219312_s_at,ZBTB10,zinc finger and BTB domain containing 10
219313_at,GRAMD1C,GRAM domain containing 1C
219314_s_at,ZNF219,zinc finger protein 219
219315_s_at,TMEM204,transmembrane protein 204
219316_s_at,FLVCR2,"feline leukemia virus subgroup C cellular receptor family, member 2"
219317_at,POLI,polymerase (DNA directed) iota
219318_x_at,MED31,mediator complex subunit 31
219319_at,HIF3A,"hypoxia inducible factor 3, alpha subunit"
219320_at,MYO19,myosin XIX
219321_at,MPP5,"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)"
219322_s_at,WRAP73,"WD repeat containing, antisense to TP73"
219323_s_at,IL18BP,interleukin 18 binding protein
219324_at,NOL12,nucleolar protein 12
219325_s_at,ELAC1,elaC ribonuclease Z 1
219326_s_at,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
219327_s_at,GPRC5C,"G protein-coupled receptor, class C, group 5, member C"
219328_at,DDX31,DEAD (Asp-Glu-Ala-Asp) box polypeptide 31
219329_s_at,ATRAID,all-trans retinoic acid-induced differentiation factor
219330_at,VANGL1,VANGL planar cell polarity protein 1
219331_s_at,KLHDC8A,kelch domain containing 8A
219332_at,MICALL2,MICAL-like 2
219333_s_at,CAPN10,calpain 10
219334_s_at,NABP1,nucleic acid binding protein 1
219335_at,ARMCX5,"armadillo repeat containing, X-linked 5"
219336_s_at,ASCC1,activating signal cointegrator 1 complex subunit 1
219337_at,C1orf159,chromosome 1 open reading frame 159
219338_s_at,LRRC49,leucine rich repeat containing 49
219339_s_at,EHMT1,euchromatic histone-lysine N-methyltransferase 1
219340_s_at,CLN8,"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"
219341_at,CLN8,"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"
219342_at,CASD1,CAS1 domain containing 1
219343_at,CDC37L1,cell division cycle 37-like 1
219344_at,SLC29A3,"solute carrier family 29 (equilibrative nucleoside transporter), member 3"
219345_at,BOLA1,bolA family member 1
219346_at,LRFN3,leucine rich repeat and fibronectin type III domain containing 3
219347_at,NUDT15,nudix (nucleoside diphosphate linked moiety X)-type motif 15
219348_at,USE1,unconventional SNARE in the ER 1 homolog (S. cerevisiae)
219349_s_at,EXOC2,exocyst complex component 2
219350_s_at,DIABLO,"diablo, IAP-binding mitochondrial protein"
219351_at,TRAPPC2,trafficking protein particle complex 2
219352_at,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
219353_at,NHLRC2,NHL repeat containing 2
219354_at,KLHL26,kelch-like family member 26
219355_at,CXorf57,chromosome X open reading frame 57
219356_s_at,CHMP5,charged multivesicular body protein 5
219357_at,GTPBP1,GTP binding protein 1
219358_s_at,ADAP2,ArfGAP with dual PH domains 2
219359_at,ATHL1,"ATH1, acid trehalase-like 1 (yeast)"
219360_s_at,TRPM4,"transient receptor potential cation channel, subfamily M, member 4"
219361_s_at,AEN,apoptosis enhancing nuclease
219362_at,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
219363_s_at,MTERF3,mitochondrial transcription termination factor 3
219364_at,DHX58,DEXH (Asp-Glu-X-His) box polypeptide 58
219365_s_at,CAMKV,CaM kinase-like vesicle-associated
219366_at,AVEN,"apoptosis, caspase activation inhibitor"
219367_s_at,NRP2,neuropilin 2
219368_at,NAP1L2,nucleosome assembly protein 1-like 2
219369_s_at,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2"
219370_at,RPRM,"reprimo, TP53 dependent G2 arrest mediator candidate"
219371_s_at,KLF2,Kruppel-like factor 2
219372_at,IFT81,intraflagellar transport 81 homolog (Chlamydomonas)
219373_at,DPM3,dolichyl-phosphate mannosyltransferase polypeptide 3
219374_s_at,ALG9,"ALG9, alpha-1,2-mannosyltransferase"
219375_at,CEPT1,choline/ethanolamine phosphotransferase 1
219376_at,ZNF322,zinc finger protein 322
219377_at,GAREM,"GRB2 associated, regulator of MAPK1"
219378_at,NAA16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"
219379_x_at,ZNF358,zinc finger protein 358
219380_x_at,POLH,"polymerase (DNA directed), eta"
219381_at,C5orf42,chromosome 5 open reading frame 42
219382_at,SERTAD3,SERTA domain containing 3
219383_at,PRR5L,proline rich 5 like
219384_s_at,ADAT1,"adenosine deaminase, tRNA-specific 1"
219385_at,SLAMF8,SLAM family member 8
219386_s_at,SLAMF8,SLAM family member 8
219387_at,CCDC88A,coiled-coil domain containing 88A
219388_at,GRHL2,grainyhead-like 2 (Drosophila)
219389_at,SUSD4,sushi domain containing 4
219390_at,FKBP14,"FK506 binding protein 14, 22 kDa"
219391_at,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1"
219392_x_at,PRR11,proline rich 11
219393_s_at,AKT3,v-akt murine thymoma viral oncogene homolog 3
219394_at,PGS1,phosphatidylglycerophosphate synthase 1
219395_at,ESRP2 /// MIR6773,epithelial splicing regulatory protein 2 /// microRNA 6773
219396_s_at,MIR631 /// NEIL1,microRNA 631 /// nei endonuclease VIII-like 1 (E. coli)
219397_at,COQ10B,coenzyme Q10 homolog B (S. cerevisiae)
219398_at,CIDEC,cell death-inducing DFFA-like effector c
219399_at,LIN7C,lin-7 homolog C (C. elegans)
219400_at,CNTNAP1,contactin associated protein 1
219401_at,XYLT2,xylosyltransferase II
219402_s_at,DERL1,derlin 1
219403_s_at,HPSE,heparanase
219404_at,EPS8L3,EPS8-like 3
219405_at,TRIM68,tripartite motif containing 68
219406_at,C1orf50,chromosome 1 open reading frame 50
219407_s_at,LAMC3,"laminin, gamma 3"
219408_at,PRMT7,protein arginine methyltransferase 7
219409_at,SNIP1,Smad nuclear interacting protein 1
219410_at,TMEM45A,transmembrane protein 45A
219411_at,ELMO3,engulfment and cell motility 3
219412_at,RAB38,"RAB38, member RAS oncogene family"
219413_at,ACBD4,acyl-CoA binding domain containing 4
219414_at,CLSTN2,calsyntenin 2
219415_at,TTYH1,tweety family member 1
219416_at,SCARA3,"scavenger receptor class A, member 3"
219417_s_at,C17orf59,chromosome 17 open reading frame 59
219418_at,NHEJ1 /// SLC23A3,"nonhomologous end-joining factor 1 /// solute carrier family 23, member 3"
219419_at,RBFA,ribosome binding factor A (putative)
219420_s_at,COA7,cytochrome c oxidase assembly factor 7 (putative)
219421_at,TTC33,tetratricopeptide repeat domain 33
219422_at,ESPN,espin
219423_x_at,TNFRSF25,"tumor necrosis factor receptor superfamily, member 25"
219424_at,EBI3,Epstein-Barr virus induced 3
219425_at,SULT4A1,"sulfotransferase family 4A, member 1"
219426_at,AGO3,argonaute RISC catalytic component 3
219427_at,FAT4,FAT atypical cadherin 4
219428_s_at,PXMP4,"peroxisomal membrane protein 4, 24kDa"
219429_at,FA2H,fatty acid 2-hydroxylase
219430_at,GPR137,G protein-coupled receptor 137
219431_at,ARHGAP10,Rho GTPase activating protein 10
219432_at,EVC,Ellis van Creveld syndrome
219433_at,BCOR,BCL6 corepressor
219434_at,TREM1,triggering receptor expressed on myeloid cells 1
219435_at,CTC1,CTS telomere maintenance complex component 1
219436_s_at,EMCN,endomucin
219437_s_at,ANKRD11,ankyrin repeat domain 11
219438_at,NKAIN1,Na+/K+ transporting ATPase interacting 1
219439_at,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
219440_at,RAI2,retinoic acid induced 2
219441_s_at,LRRK1,leucine-rich repeat kinase 1
219442_at,CLUHP3,clustered mitochondria (cluA/CLU1) homolog pseudogene 3
219443_at,TASP1,"taspase, threonine aspartase, 1"
219444_at,BCORL1,BCL6 corepressor-like 1
219445_at,GLTSCR1,glioma tumor suppressor candidate region gene 1
219446_at,RIC8B,RIC8 guanine nucleotide exchange factor B
219447_s_at,SLC35C2,"solute carrier family 35 (GDP-fucose transporter), member C2"
219448_at,TMEM70,transmembrane protein 70
219449_s_at,TMEM70,transmembrane protein 70
219450_at,C4orf19,chromosome 4 open reading frame 19
219451_at,MSRB2,methionine sulfoxide reductase B2
219452_at,DPEP2,dipeptidase 2
219453_at,KLHL36,kelch-like family member 36
219454_at,EGFL6,"EGF-like-domain, multiple 6"
219455_at,C7orf63,chromosome 7 open reading frame 63
219456_s_at,RIN3,Ras and Rab interactor 3
219457_s_at,RIN3,Ras and Rab interactor 3
219458_s_at,NSUN3,"NOP2/Sun domain family, member 3"
219459_at,POLR3B,polymerase (RNA) III (DNA directed) polypeptide B
219460_s_at,TMEM127,transmembrane protein 127
219461_at,PAK6,p21 protein (Cdc42/Rac)-activated kinase 6
219462_at,TMEM53,transmembrane protein 53
219463_at,LAMP5,"lysosomal-associated membrane protein family, member 5"
219464_at,CA14,carbonic anhydrase XIV
219465_at,APOA2,apolipoprotein A-II
219466_s_at,APOA2,apolipoprotein A-II
219467_at,GIN1,gypsy retrotransposon integrase 1
219468_s_at,CUEDC1,CUE domain containing 1
219469_at,DYNC2H1,"dynein, cytoplasmic 2, heavy chain 1"
219470_x_at,CCNJ,cyclin J
219471_at,KIAA0226L,KIAA0226-like
219472_at,CENPO,centromere protein O
219473_at,GDAP2,ganglioside induced differentiation associated protein 2
219474_at,C3orf52,chromosome 3 open reading frame 52
219475_at,OSGIN1,oxidative stress induced growth inhibitor 1
219476_at,C1orf116,chromosome 1 open reading frame 116
219477_s_at,LOC101930578 /// MRPS31P5 /// THSD1,"uncharacterized LOC101930578 /// mitochondrial ribosomal protein S31 pseudogene 5 /// thrombospondin, type I, domain containing 1"
219478_at,WFDC1,WAP four-disulfide core domain 1
219479_at,KDELC1,KDEL (Lys-Asp-Glu-Leu) containing 1
219480_at,SNAI1,snail family zinc finger 1
219481_at,TTC13,tetratricopeptide repeat domain 13
219482_at,SETD4,SET domain containing 4
219483_s_at,PORCN,porcupine homolog (Drosophila)
219484_at,HCFC2,host cell factor C2
219485_s_at,PSMD10,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10"
219486_at,DUS2,dihydrouridine synthase 2
219487_at,BBS10,Bardet-Biedl syndrome 10
219488_at,A4GALT,"alpha 1,4-galactosyltransferase"
219489_s_at,NXN,nucleoredoxin
219490_s_at,DCLRE1B,DNA cross-link repair 1B
219491_at,LRFN4,leucine rich repeat and fibronectin type III domain containing 4
219492_at,CHIC2,cysteine-rich hydrophobic domain 2
219493_at,SHCBP1,SHC SH2-domain binding protein 1
219494_at,RAD54B,RAD54 homolog B (S. cerevisiae)
219495_s_at,ZNF180,zinc finger protein 180
219496_at,SOWAHC,sosondowah ankyrin repeat domain family member C
219497_s_at,BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein)
219498_s_at,BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein)
219499_at,SEC61A2,Sec61 alpha 2 subunit (S. cerevisiae)
219500_at,CLCF1,cardiotrophin-like cytokine factor 1
219501_at,ENOX1,ecto-NOX disulfide-thiol exchanger 1
219502_at,NEIL3,nei endonuclease VIII-like 3 (E. coli)
219503_s_at,TMEM40,transmembrane protein 40
219504_s_at,RPAP2,RNA polymerase II associated protein 2
219505_at,CECR1,"cat eye syndrome chromosome region, candidate 1"
219506_at,C1orf54,chromosome 1 open reading frame 54
219507_at,RSRC1,arginine/serine-rich coiled-coil 1
219508_at,GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type"
219509_at,MYOZ1,myozenin 1
219510_at,POLQ,"polymerase (DNA directed), theta"
219511_s_at,SNCAIP,"synuclein, alpha interacting protein"
219512_at,DSN1,"DSN1, MIS12 kinetochore complex component"
219513_s_at,SH2D3A,SH2 domain containing 3A
219514_at,ANGPTL2,angiopoietin-like 2
219515_at,PRDM10,PR domain containing 10
219516_at,TRPV4,"transient receptor potential cation channel, subfamily V, member 4"
219517_at,ELL3,elongation factor RNA polymerase II-like 3
219518_s_at,ELL3,elongation factor RNA polymerase II-like 3
219519_s_at,SIGLEC1,"sialic acid binding Ig-like lectin 1, sialoadhesin"
219520_s_at,WWC3,WWC family member 3
219521_at,B3GAT1,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)"
219522_at,FJX1,four jointed box 1 (Drosophila)
219523_s_at,TENM3,teneurin transmembrane protein 3
219524_s_at,NDUFAF5,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5"
219525_at,SLC47A1,"solute carrier family 47 (multidrug and toxin extrusion), member 1"
219526_at,C14orf169,chromosome 14 open reading frame 169
219527_at,MARC2,mitochondrial amidoxime reducing component 2
219528_s_at,BCL11B,B-cell CLL/lymphoma 11B (zinc finger protein)
219529_at,CLIC3,chloride intracellular channel 3
219530_at,PALB2,partner and localizer of BRCA2
219531_at,CEP72,centrosomal protein 72kDa
219532_at,ELOVL4,ELOVL fatty acid elongase 4
219533_at,,
219534_x_at,CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"
219535_at,HUNK,hormonally up-regulated Neu-associated kinase
219536_s_at,ZFP64,ZFP64 zinc finger protein
219537_x_at,DLL3,delta-like 3 (Drosophila)
219538_at,WDR5B,WD repeat domain 5B
219539_at,GEMIN6,gem (nuclear organelle) associated protein 6
219540_at,ZNF267,zinc finger protein 267
219541_at,LIME1,Lck interacting transmembrane adaptor 1
219542_at,NEK11,NIMA-related kinase 11
219543_at,PBLD,phenazine biosynthesis-like protein domain containing
219544_at,BORA,"bora, aurora kinase A activator"
219545_at,KCTD14 /// NDUFC2-KCTD14,potassium channel tetramerization domain containing 14 /// NDUFC2-KCTD14 readthrough
219546_at,BMP2K,BMP2 inducible kinase
219547_at,COX15,cytochrome c oxidase assembly homolog 15 (yeast)
219548_at,ZNF16,zinc finger protein 16
219549_s_at,RTN3,reticulon 3
219550_at,ROBO3,"roundabout, axon guidance receptor, homolog 3 (Drosophila)"
219551_at,EAF2,ELL associated factor 2
219552_at,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
219553_at,NME7,NME/NM23 family member 7
219554_at,RHCG,"Rh family, C glycoprotein"
219555_s_at,CENPN,centromere protein N
219556_at,C16orf59,chromosome 16 open reading frame 59
219557_s_at,NRIP3,nuclear receptor interacting protein 3
219558_at,ATP13A3,ATPase type 13A3
219559_at,SLC17A9,"solute carrier family 17 (vesicular nucleotide transporter), member 9"
219560_at,C22orf29 /// GNB1L,"chromosome 22 open reading frame 29 /// guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
219561_at,COPZ2,"coatomer protein complex, subunit zeta 2"
219562_at,RAB26,"RAB26, member RAS oncogene family"
219563_at,LINC00341 /// SYNE3,"long intergenic non-protein coding RNA 341 /// spectrin repeat containing, nuclear envelope family member 3"
219564_at,KCNJ16,"potassium inwardly-rectifying channel, subfamily J, member 16"
219565_at,CYP20A1,"cytochrome P450, family 20, subfamily A, polypeptide 1"
219566_at,PLEKHF1,"pleckstrin homology domain containing, family F (with FYVE domain) member 1"
219567_s_at,EXO5,exonuclease 5
219568_x_at,SOX18,SRY (sex determining region Y)-box 18
219569_s_at,SLC35G2,"solute carrier family 35, member G2"
219570_at,KIF16B,kinesin family member 16B
219571_s_at,ZNF12,zinc finger protein 12
219572_at,CADPS2,Ca++-dependent secretion activator 2
219573_at,LRRC16A,leucine rich repeat containing 16A
219574_at,MARCH1,"membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase"
219575_s_at,COG8 /// PDF,component of oligomeric golgi complex 8 /// peptide deformylase (mitochondrial)
219576_at,MAP7D3,MAP7 domain containing 3
219577_s_at,ABCA7,"ATP-binding cassette, sub-family A (ABC1), member 7"
219578_s_at,CPEB1,cytoplasmic polyadenylation element binding protein 1
219579_at,RAB3IL1,RAB3A interacting protein (rabin3)-like 1
219580_s_at,TMC5,transmembrane channel-like 5
219581_at,TSEN2,TSEN2 tRNA splicing endonuclease subunit
219582_at,OGFRL1,opioid growth factor receptor-like 1
219583_s_at,SPATA7,spermatogenesis associated 7
219584_at,PLA1A,phospholipase A1 member A
219585_at,CCDC28B,coiled-coil domain containing 28B
219586_at,WDR59,WD repeat domain 59
219587_at,TTC12,tetratricopeptide repeat domain 12
219588_s_at,NCAPG2,"non-SMC condensin II complex, subunit G2"
219589_s_at,TMEM143,transmembrane protein 143
219590_x_at,DPH5,diphthamide biosynthesis 5
219591_at,CEND1,cell cycle exit and neuronal differentiation 1
219592_at,MCPH1,microcephalin 1
